,Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec),ï»¿Shot Number
3407,92.0,5i,Iron,09/09/2024 08:04:27,110.9,-0.9,20.2,4199,68,4200,165.6,177.7,-1.6,30.0,44.0,,,,,,,,,,,,
3408,93.0,5i,Iron,09/09/2024 08:05:10,115.2,-0.3,19.5,6106,469,6124,164.6,169.7,5.8,32.5,46.9,,,,,,,,,,,,
3409,94.0,5i,Iron,09/09/2024 08:05:10,112.4,1.3,19.7,5531,453,5550,161.8,169.4,10.6,30.8,45.7,,,,,,,,,,,,
3410,95.0,5i,Iron,09/09/2024 08:05:54,116.1,1.3,21.1,6202,1240,6325,164.4,174.0,22.0,35.4,48.8,,,,,,,,,,,,
3411,96.0,5i,Iron,09/09/2024 08:06:36,111.1,-0.1,19.2,5556,457,5575,159.4,173.9,6.9,29.2,44.8,,,,,,,,,,,,
3412,97.0,5i,Iron,09/09/2024 08:06:37,106.5,3.8,19.6,3845,900,3949,156.4,172.0,28.4,25.5,41.0,,,,,,,,,,,,
3413,98.0,5i,Iron,09/09/2024 08:06:58,116.5,-3.2,18.2,6146,201,6149,166.8,173.4,-6.9,31.3,45.9,,,,,,,,,,,,
3426,1.0,GW,Wedge,03/21/2025 22:56:41,75.6,0.8,31.8,7121,-1220,7225,89.2,96.1,-4.8,22.0,48.8,,,,,,,,,,,,
3427,2.0,GW,Wedge,03/21/2025 22:56:54,72.9,1.0,33.3,8054,-1071,8125,83.4,88.3,-2.8,21.7,49.9,,,,,,,,,,,,
3428,3.0,GW,Wedge,03/21/2025 22:57:11,77.4,-1.5,31.2,9027,641,9050,90.5,95.5,0.2,23.0,49.9,,,,,,,,,,,,
3429,4.0,GW,Wedge,03/21/2025 22:57:43,70.4,1.2,36.2,6966,-342,6974,79.2,84.4,0.4,22.2,51.3,,,,,,,,,,,,
3430,5.0,GW,Wedge,03/21/2025 22:57:57,83.5,1.2,26.7,9516,3229,10049,99.9,100.6,15.4,22.3,47.8,,,,,,,,,,,,
3431,6.0,GW,Wedge,03/21/2025 22:58:11,80.5,-1.7,32.0,10298,-168,10299,93.0,93.3,-3.4,26.0,52.3,,,,,,,,,,,,
3432,7.0,GW,Wedge,03/21/2025 22:58:55,73.8,3.0,34.4,10509,3074,10949,80.7,83.6,13.9,23.1,52.9,,,,,,,,,,,,
3433,8.0,GW,Wedge,03/21/2025 22:59:25,75.9,0.7,34.2,10598,173,10599,84.6,87.7,1.7,24.7,53.1,,,,,,,,,,,,
3434,9.0,GW,Wedge,03/21/2025 22:59:41,78.3,-1.3,29.2,10630,642,10649,91.0,95.2,0.4,22.1,49.3,,,,,,,,,,,,
3435,10.0,GW,Wedge,03/21/2025 22:59:59,79.9,-1.3,30.5,9603,-949,9650,94.0,94.5,-5.8,24.1,50.4,,,,,,,,,,,,
3436,11.0,GW,Wedge,03/21/2025 23:00:31,74.9,-1.7,41.5,3545,-174,3549,87.8,98.2,-4.4,29.3,55.0,,,,,,,,,,,,
3437,12.0,GW,Wedge,03/21/2025 23:00:46,77.7,-1.7,39.5,4263,-562,4300,92.2,96.4,-6.9,29.7,54.5,,,,,,,,,,,,
3438,13.0,GW,Wedge,03/21/2025 23:01:01,74.1,1.0,35.5,8895,-294,8900,83.3,87.2,0.5,24.4,52.7,,,,,,,,,,,,
3439,14.0,GW,Wedge,03/21/2025 23:01:16,81.1,-0.1,32.2,10109,-1839,10275,93.8,94.1,-7.1,26.3,52.5,,,,,,,,,,,,
3440,15.0,PW,Wedge,03/21/2025 23:01:59,83.7,2.3,33.7,5744,-252,5750,103.4,106.8,2.4,29.2,52.1,,,,,,,,,,,,
3441,16.0,PW,Wedge,03/21/2025 23:02:36,87.1,0.8,31.0,9048,-692,9074,104.9,105.5,-1.9,29.3,52.4,,,,,,,,,,,,
3442,17.0,PW,Wedge,03/21/2025 23:03:04,82.0,-0.2,29.6,8313,-775,8349,99.1,100.2,-4.0,24.4,49.4,,,,,,,,,,,,
3443,18.0,PW,Wedge,03/21/2025 23:03:20,83.5,-1.8,28.4,7852,-862,7899,102.7,104.3,-7.9,24.2,48.5,,,,,,,,,,,,
3444,19.0,PW,Wedge,03/21/2025 23:03:36,84.9,0.5,34.2,5338,-621,5374,105.7,108.2,-3.7,30.5,52.6,,,,,,,,,,,,
3445,20.0,PW,Wedge,03/21/2025 23:03:58,78.8,2.3,29.5,7149,77,7149,95.4,97.6,4.3,22.1,47.6,,,,,,,,,,,,
3446,21.0,PW,Wedge,03/21/2025 23:04:17,93.3,-2.2,27.7,9064,-1249,9150,115.9,120.9,-12.7,30.0,51.3,,,,,,,,,,,,
3447,22.0,PW,Wedge,03/21/2025 23:04:34,88.0,1.1,29.0,9949,-54,9949,106.4,106.8,1.7,28.2,51.5,,,,,,,,,,,,
3448,23.0,PW,Wedge,03/21/2025 23:05:01,91.8,0.7,29.2,9504,-626,9525,112.2,116.6,-2.4,30.8,52.4,,,,,,,,,,,,
3449,24.0,PW,Wedge,03/21/2025 23:05:30,88.5,0.8,27.1,10044,-332,10049,108.1,108.6,-0.1,26.6,50.1,,,,,,,,,,,,
3450,25.0,PW,Wedge,03/21/2025 23:05:56,85.4,-1.6,33.2,5143,-921,5225,107.5,115.5,-11.2,29.7,51.7,,,,,,,,,,,,
3451,26.0,PW,Wedge,03/21/2025 23:06:09,88.5,2.4,29.8,9785,1125,9849,106.5,106.9,9.9,29.2,52.3,,,,,,,,,,,,
3452,27.0,PW,Wedge,03/21/2025 23:06:28,83.4,0.8,29.4,9115,-797,9150,100.4,101.1,-2.2,25.3,50.1,,,,,,,,,,,,
3453,28.0,PW,Wedge,03/21/2025 23:06:47,85.4,5.1,31.0,10009,549,10024,101.1,101.5,11.4,28.3,52.5,,,,,,,,,,,,
3454,29.0,PW,Wedge,03/21/2025 23:07:12,81.7,4.3,34.0,7024,114,7025,97.9,99.7,8.1,28.2,52.5,,,,,,,,,,,,
3455,30.0,9i,Iron,03/21/2025 23:08:10,87.6,1.9,29.1,7411,-445,7424,109.5,117.0,0.8,27.6,50.1,,,,,,,,,,,,
3456,31.0,9i,Iron,03/21/2025 23:08:32,88.8,-1.3,27.3,6870,-1464,7024,112.5,120.0,-13.7,26.0,48.4,,,,,,,,,,,,
3457,32.0,9i,Iron,03/21/2025 23:08:58,84.3,2.1,28.3,6563,-396,6575,105.7,113.2,1.4,24.3,47.8,,,,,,,,,,,,
3458,33.0,9i,Iron,03/21/2025 23:09:20,81.9,-3.7,26.3,4262,-564,4299,105.4,117.0,-13.0,20.3,43.0,,,,,,,,,,,,
3459,34.0,9i,Iron,03/21/2025 23:09:42,87.0,-1.0,26.0,6084,-702,6124,111.6,122.0,-8.0,23.5,46.0,,,,,,,,,,,,
3460,35.0,9i,Iron,03/21/2025 23:09:59,86.1,3.3,30.3,5600,0,5600,109.8,120.1,7.0,27.5,49.7,,,,,,,,,,,,
3461,36.0,9i,Iron,03/21/2025 23:10:14,90.3,4.6,27.7,9468,1040,9525,111.0,115.8,15.3,28.1,50.8,,,,,,,,,,,,
3462,37.0,9i,Iron,03/21/2025 23:10:37,86.3,0.0,27.5,5592,-802,5649,110.9,122.1,-7.1,24.5,47.0,,,,,,,,,,,,
3463,38.0,9i,Iron,03/21/2025 23:10:50,91.4,2.9,28.3,7845,-256,7849,115.0,116.6,4.1,29.3,50.7,,,,,,,,,,,,
3464,39.0,9i,Iron,03/21/2025 23:11:26,88.1,3.7,30.2,7647,208,7650,109.2,116.3,8.9,29.1,51.3,,,,,,,,,,,,
3465,40.0,9i,Iron,03/21/2025 23:11:40,89.8,0.6,25.1,8758,-537,8774,112.7,113.7,-1.9,25.0,47.8,,,,,,,,,,,,
3466,41.0,9i,Iron,03/21/2025 23:11:55,93.0,2.1,26.9,9141,399,9150,116.2,117.0,6.6,29.1,50.6,,,,,,,,,,,,
3467,42.0,9i,Iron,03/21/2025 23:12:09,94.7,1.3,27.0,8497,185,8499,119.7,120.9,4.0,30.3,50.8,,,,,,,,,,,,
3468,43.0,9i,Iron,03/21/2025 23:12:29,86.0,6.5,35.9,5072,1620,5324,105.7,113.7,26.8,32.4,54.1,,,,,,,,,,,,
3469,44.0,9i,Iron,03/21/2025 23:12:46,80.5,3.6,31.6,5243,259,5249,100.4,108.6,8.8,24.9,49.0,,,,,,,,,,,,
3470,45.0,8i,Iron,03/21/2025 23:14:08,96.8,1.8,22.4,9687,850,9724,122.9,123.7,8.9,26.4,47.9,,,,,,,,,,,,
3471,46.0,8i,Iron,03/21/2025 23:14:46,83.3,1.8,28.0,6599,-35,6599,104.2,111.9,3.2,23.5,47.3,,,,,,,,,,,,
3472,47.0,8i,Iron,03/21/2025 23:15:00,99.1,5.3,30.6,4716,284,4725,133.5,143.2,17.2,37.1,52.5,,,,,,,,,,,,
3473,48.0,8i,Iron,03/21/2025 23:15:16,93.9,3.4,25.4,6924,75,6924,122.1,125.2,7.9,27.4,48.2,,,,,,,,,,,,
3474,49.0,8i,Iron,03/21/2025 23:15:35,98.0,3.0,24.5,6624,72,6624,129.8,133.1,7.6,29.1,48.4,,,,,,,,,,,,
3475,50.0,8i,Iron,03/21/2025 23:15:52,99.8,3.2,23.8,9027,644,9050,128.0,129.0,11.6,30.0,49.8,,,,,,,,,,,,
3476,51.0,8i,Iron,03/21/2025 23:16:08,102.6,2.0,15.1,7220,1073,7299,134.3,137.7,14.0,19.4,39.3,,,,,,,,,,,,
3477,52.0,8i,Iron,03/21/2025 23:16:29,91.8,4.7,24.8,6773,-147,6775,119.0,129.0,9.4,25.4,46.8,,,,,,,,,,,,
3478,53.0,8i,Iron,03/21/2025 23:16:47,98.8,7.1,28.4,7023,849,7074,127.4,134.6,24.6,34.4,52.2,,,,,,,,,,,,
3479,54.0,8i,Iron,03/21/2025 23:17:23,96.4,3.7,26.1,9040,793,9075,121.7,126.5,13.6,30.5,50.8,,,,,,,,,,,,
3480,55.0,8i,Iron,03/21/2025 23:17:42,96.2,6.4,28.2,6912,721,6950,124.0,131.1,21.0,32.2,51.3,,,,,,,,,,,,
3481,56.0,8i,Iron,03/21/2025 23:17:57,89.6,1.5,26.6,4787,-341,4799,119.1,131.3,-0.5,25.5,46.4,,,,,,,,,,,,
3482,57.0,8i,Iron,03/21/2025 23:18:17,92.1,2.9,22.3,7174,-39,7174,119.0,129.4,6.2,22.8,44.5,,,,,,,,,,,,
3483,58.0,8i,Iron,03/21/2025 23:18:31,93.3,-0.8,22.7,6757,-482,6774,121.7,125.5,-5.7,23.8,45.1,,,,,,,,,,,,
3484,59.0,8i,Iron,03/21/2025 23:18:48,102.6,0.0,20.9,8737,-815,8775,133.7,135.2,-6.2,27.8,47.6,,,,,,,,,,,,
3485,60.0,7i,Iron,03/21/2025 23:20:18,103.8,1.5,21.4,4679,-1069,4800,145.1,150.1,-10.8,27.3,44.8,,,,,,,,,,,,
3486,61.0,7i,Iron,03/21/2025 23:20:34,105.7,1.7,21.3,5080,-446,5100,148.1,152.2,-1.5,29.1,46.0,,,,,,,,,,,,
3487,62.0,7i,Iron,03/21/2025 23:21:10,105.5,1.8,23.1,4475,-817,4549,149.5,161.3,-8.6,31.1,47.0,,,,,,,,,,,,
3488,63.0,7i,Iron,03/21/2025 23:21:31,106.7,1.9,22.7,6368,-278,6374,145.0,149.4,1.8,32.2,48.8,,,,,,,,,,,,
3489,64.0,7i,Iron,03/21/2025 23:21:59,108.4,3.4,24.0,6194,-272,6200,147.7,150.6,5.8,35.2,50.3,,,,,,,,,,,,
3490,65.0,7i,Iron,03/21/2025 23:22:20,102.1,-2.1,19.4,5473,-1061,5575,139.2,150.0,-18.7,24.1,43.0,,,,,,,,,,,,
3491,66.0,7i,Iron,03/21/2025 23:22:37,106.6,3.0,23.6,6743,294,6749,143.3,145.8,10.9,33.6,50.0,,,,,,,,,,,,
3492,67.0,7i,Iron,03/21/2025 23:23:01,106.3,1.4,24.4,6732,480,6749,142.4,145.9,8.8,34.4,50.5,,,,,,,,,,,,
3493,68.0,7i,Iron,03/21/2025 23:23:24,109.4,0.4,21.6,6868,-302,6875,148.2,150.7,-2.3,32.6,49.0,,,,,,,,,,,,
3494,69.0,7i,Iron,03/21/2025 23:23:44,104.2,4.7,23.1,7633,502,7649,137.5,145.1,16.8,31.5,49.5,,,,,,,,,,,,
3495,70.0,7i,Iron,03/21/2025 23:24:09,110.1,0.1,21.2,6879,-528,6899,149.3,158.0,-6.2,32.4,48.8,,,,,,,,,,,,
3496,71.0,7i,Iron,03/21/2025 23:24:31,105.1,1.4,22.5,6373,-139,6375,142.6,146.5,2.0,31.0,48.3,,,,,,,,,,,,
3497,72.0,7i,Iron,03/21/2025 23:24:52,97.6,-1.4,21.6,3497,-739,3574,138.1,152.3,-16.3,23.4,41.2,,,,,,,,,,,,
3498,73.0,7i,Iron,03/21/2025 23:25:07,105.1,-0.7,20.5,7184,-473,7200,140.9,143.9,-6.3,28.4,46.9,,,,,,,,,,,,
3499,74.0,7i,Iron,03/21/2025 23:25:19,108.0,-0.4,17.9,6651,804,6699,146.6,149.7,7.5,26.0,44.4,,,,,,,,,,,,
3500,75.0,6i,Iron,03/21/2025 23:26:14,106.5,-0.5,20.2,3052,-777,3149,158.5,173.9,-19.7,26.1,41.1,,,,,,,,,,,,
3501,76.0,6i,Iron,03/21/2025 23:26:45,99.7,2.6,21.6,4220,184,4224,140.3,155.9,10.1,25.3,43.2,,,,,,,,,,,,
3502,77.0,6i,Iron,03/21/2025 23:27:03,110.6,3.3,21.3,5904,912,5974,152.9,162.5,22.1,32.4,48.2,,,,,,,,,,,,
3503,78.0,6i,Iron,03/21/2025 23:27:19,107.2,0.2,20.3,5436,387,5450,149.6,155.4,5.9,28.8,45.8,,,,,,,,,,,,
3504,79.0,6i,Iron,03/21/2025 23:27:45,102.7,3.4,20.6,4572,149,4574,144.5,154.6,11.3,26.0,43.5,,,,,,,,,,,,
3505,80.0,6i,Iron,03/21/2025 23:28:00,111.4,2.4,19.5,6873,603,6899,151.8,154.5,13.1,30.6,47.4,,,,,,,,,,,,
3506,81.0,6i,Iron,03/21/2025 23:28:35,104.3,2.1,21.0,3697,-448,3724,151.7,160.6,-2.3,26.9,43.0,,,,,,,,,,,,
3507,82.0,6i,Iron,03/21/2025 23:29:00,107.8,1.2,20.1,5972,-162,5974,148.8,154.8,1.2,29.0,46.2,,,,,,,,,,,,
3508,83.0,6i,Iron,03/21/2025 23:29:43,109.3,4.1,20.8,4949,80,4950,155.3,160.3,12.7,30.6,46.3,,,,,,,,,,,,
3509,84.0,6i,Iron,03/21/2025 23:30:04,113.1,2.4,21.5,6518,644,6550,154.9,157.9,14.4,34.7,49.5,,,,,,,,,,,,
3510,85.0,6i,Iron,03/21/2025 23:30:22,112.9,-0.2,20.5,6174,67,6174,156.4,160.1,0.2,33.0,48.3,,,,,,,,,,,,
3511,86.0,6i,Iron,03/21/2025 23:30:49,109.8,2.5,22.3,6837,713,6874,148.5,150.8,14.3,33.8,49.6,,,,,,,,,,,,
3512,87.0,6i,Iron,03/21/2025 23:31:06,107.1,1.1,19.8,5192,283,5200,150.2,157.4,7.1,27.7,44.8,,,,,,,,,,,,
3513,88.0,5i,Iron,03/21/2025 23:32:53,116.7,-0.3,18.8,7189,710,7224,159.2,162.8,7.9,33.0,48.5,,,,,,,,,,,,
3514,89.0,5i,Iron,03/21/2025 23:33:10,113.0,1.1,18.9,4513,322,4524,164.0,169.3,8.8,29.6,44.7,,,,,,,,,,,,
3515,90.0,5i,Iron,03/21/2025 23:33:40,117.8,2.9,19.6,4773,104,4774,171.4,183.7,11.5,34.0,47.1,,,,,,,,,,,,
3516,91.0,5i,Iron,03/21/2025 23:33:59,117.0,0.2,18.7,6299,-103,6300,163.0,168.2,-0.9,32.8,47.7,,,,,,,,,,,,
3517,92.0,5i,Iron,03/21/2025 23:34:24,111.7,2.9,21.1,6056,730,6100,154.4,164.2,18.7,33.0,48.5,,,,,,,,,,,,
3518,93.0,5i,Iron,03/21/2025 23:34:43,109.5,2.9,19.7,5116,286,5124,155.0,163.0,12.7,29.2,45.4,,,,,,,,,,,,
3519,94.0,5i,Iron,03/21/2025 23:34:56,110.6,2.0,20.0,5519,581,5549,155.0,159.5,13.8,30.4,46.5,,,,,,,,,,,,
3520,95.0,5i,Iron,03/21/2025 23:35:11,114.8,0.0,18.8,7662,757,7699,155.0,157.5,8.4,32.1,48.3,,,,,,,,,,,,
3521,96.0,5i,Iron,03/21/2025 23:35:46,113.8,2.7,18.6,6188,373,6199,158.1,163.0,12.8,30.5,46.6,,,,,,,,,,,,
3522,97.0,5i,Iron,03/21/2025 23:36:03,109.1,-0.1,19.7,3938,-306,3950,160.0,167.4,-6.2,28.2,43.5,,,,,,,,,,,,
3523,98.0,5i,Iron,03/21/2025 23:36:24,111.0,1.4,19.8,4969,244,4975,158.4,165.3,7.8,30.1,45.7,,,,,,,,,,,,
3524,99.0,5i,Iron,03/21/2025 23:36:40,113.9,2.9,19.9,5667,971,5750,159.4,169.4,23.4,32.1,47.4,,,,,,,,,,,,
3525,100.0,5i,Iron,03/21/2025 23:36:57,117.1,0.4,18.7,6129,504,6150,163.7,166.9,8.2,32.7,47.6,,,,,,,,,,,,
3526,101.0,5i,Iron,03/21/2025 23:37:17,111.6,1.7,19.3,5984,427,5999,155.1,160.2,10.4,30.2,46.5,,,,,,,,,,,,
3527,102.0,5i,Iron,03/21/2025 23:37:34,114.8,-2.3,19.8,5042,-275,5049,164.7,169.4,-11.4,32.6,46.9,,,,,,,,,,,,
3528,103.0,3h,Hybrid,03/21/2025 23:39:18,117.7,0.2,15.5,2264,-999,2475,179.6,200.3,-32.4,21.7,33.9,,,,,,,,,,,,
3529,104.0,3h,Hybrid,03/21/2025 23:39:30,117.7,4.4,16.6,3841,-251,3849,176.5,186.5,8.6,27.9,41.8,,,,,,,,,,,,
3530,105.0,3h,Hybrid,03/21/2025 23:39:43,114.8,4.1,16.8,4348,124,4350,168.0,180.7,15.5,27.2,42.4,,,,,,,,,,,,
3531,106.0,3h,Hybrid,03/21/2025 23:40:00,110.8,2.3,17.8,2526,-348,2550,171.0,190.7,-3.1,24.0,37.2,,,,,,,,,,,,
3532,107.0,3h,Hybrid,03/21/2025 23:40:32,110.7,4.6,17.7,3449,-56,3449,165.2,182.6,13.4,25.3,40.1,,,,,,,,,,,,
3533,108.0,3h,Hybrid,03/21/2025 23:40:46,128.8,-0.6,16.0,4949,-26,4949,189.7,195.0,-2.5,34.6,46.4,,,,,,,,,,,,
3534,109.0,3h,Hybrid,03/21/2025 23:41:05,118.9,1.5,17.6,4049,88,4050,178.1,187.3,7.0,30.8,44.0,,,,,,,,,,,,
3535,110.0,3h,Hybrid,03/21/2025 23:41:43,112.7,1.7,19.3,3959,-347,3974,166.7,184.4,-2.3,29.7,44.1,,,,,,,,,,,,
3536,111.0,3h,Hybrid,03/21/2025 23:42:01,125.9,1.1,13.2,5506,453,5525,180.3,186.1,11.5,27.9,43.0,,,,,,,,,,,,
3537,112.0,3h,Hybrid,03/21/2025 23:42:17,106.2,7.7,15.4,2688,-250,2700,155.6,175.9,17.3,18.3,32.7,,,,,,,,,,,,
3538,113.0,3h,Hybrid,03/21/2025 23:42:29,122.7,0.5,15.1,4433,-609,4475,181.0,186.9,-10.8,28.5,42.6,,,,,,,,,,,,
3539,114.0,3h,Hybrid,03/21/2025 23:42:48,113.8,4.6,16.5,4038,-310,4050,167.2,186.4,8.0,25.7,40.9,,,,,,,,,,,,
3540,115.0,3h,Hybrid,03/21/2025 23:46:35,124.7,-0.1,15.7,3575,-733,3649,190.7,206.6,-21.1,29.5,41.9,,,,,,,,,,,,
3541,116.0,3h,Hybrid,03/21/2025 23:49:09,133.8,0.7,9.8,2000,-445,2049,207.4,234.7,-16.6,16.4,25.3,,,,,,,,,,,,
3542,117.0,Dr,Driver,03/21/2025 23:55:28,131.0,2.6,16.6,2449,-10,2449,218.8,238.3,10.1,33.0,40.6,,,,,,,,,,,,
3543,118.0,Dr,Driver,03/21/2025 23:56:36,130.7,0.7,14.3,1240,-531,1349,210.3,239.5,-26.1,19.6,26.5,,,,,,,,,,,,
3544,119.0,Dr,Driver,03/21/2025 23:59:05,138.8,0.3,14.3,3620,761,3699,216.9,232.1,26.9,34.5,43.9,,,,,,,,,,,,
3545,120.0,Dr,Driver,03/21/2025 23:59:33,130.9,-0.3,16.9,3035,1090,3225,205.7,221.5,36.6,33.6,43.3,,,,,,,,,,,,
3546,121.0,Dr,Driver,03/22/2025 00:00:43,134.5,1.6,15.7,2823,661,2899,218.2,237.1,33.6,33.3,41.8,,,,,,,,,,,,
3547,122.0,Dr,Driver,03/22/2025 00:01:07,132.9,-5.0,9.4,2772,105,2774,205.4,228.6,-16.2,18.9,30.1,,,,,,,,,,,,
3548,123.0,Dr,Driver,03/22/2025 00:02:08,133.6,-0.7,13.8,3397,430,3424,209.9,232.8,12.6,30.6,41.2,,,,,,,,,,,,
3549,124.0,Dr,Driver,03/22/2025 00:03:04,132.3,3.1,14.4,3149,398,3174,210.6,228.6,26.7,30.7,40.9,,,,,,,,,,,,
3550,125.0,Dr,Driver,03/22/2025 00:03:38,136.6,0.8,12.4,2391,-532,2449,222.8,244.1,-20.6,25.3,34.5,,,,,,,,,,,,
3551,126.0,Dr,Driver,03/22/2025 00:04:11,123.0,0.0,18.1,3253,375,3275,192.6,208.5,11.8,33.1,43.8,,,,,,,,,,,,
3552,127.0,Dr,Driver,03/22/2025 00:04:29,130.9,0.6,16.6,3372,427,3399,206.5,221.3,16.4,34.9,44.2,,,,,,,,,,,,
3553,128.0,Dr,Driver,03/22/2025 00:04:53,130.5,2.0,15.8,2388,236,2400,216.9,238.3,18.9,30.5,39.0,,,,,,,,,,,,
3554,129.0,Dr,Driver,03/22/2025 00:05:29,129.0,1.1,16.0,2673,102,2675,210.7,235.3,8.7,31.1,40.3,,,,,,,,,,,,
3555,130.0,Dr,Driver,03/22/2025 00:05:53,127.6,-4.7,14.1,3027,536,3074,200.4,217.8,0.1,26.8,38.4,,,,,,,,,,,,
3556,1.0,PW,Wedge,09/28/2024 07:06:56,76.4,5.3,33.9,2969,-696,3049,97.6,107.2,2.6,23.6,47.8,,,,,,,,,,,,
3557,2.0,PW,Wedge,09/28/2024 07:07:39,87.9,2.7,33.8,3089,-254,3099,119.7,134.5,2.3,32.0,50.7,,,,,,,,,,,,
3558,3.0,PW,Wedge,09/28/2024 07:07:39,75.2,8.1,32.4,6538,394,6550,89.5,97.6,16.0,22.3,48.8,,,,,,,,,,,,
3559,4.0,PW,Wedge,09/28/2024 07:07:41,83.5,5.1,26.2,9599,104,9600,101.9,102.6,9.6,22.4,47.1,,,,,,,,,,,,
3560,5.0,PW,Wedge,09/28/2024 07:08:03,85.9,3.0,33.1,2809,-481,2850,117.5,133.0,-1.0,29.5,49.2,,,,,,,,,,,,
3561,6.0,PW,Wedge,09/28/2024 07:08:47,84.9,2.0,30.4,3021,-149,3025,115.8,131.4,2.2,26.0,46.5,,,,,,,,,,,,
3562,7.0,PW,Wedge,09/28/2024 07:08:47,86.6,2.4,33.5,2337,-243,2350,121.9,138.8,1.0,30.4,48.8,,,,,,,,,,,,
3563,8.0,PW,Wedge,09/28/2024 07:09:30,87.0,7.6,35.5,3074,-33,3074,116.9,131.3,16.8,33.2,52.0,,,,,,,,,,,,
3564,9.0,9i,Iron,09/28/2024 07:11:19,94.1,-0.1,28.5,3166,-614,3225,133.8,150.0,-11.6,30.0,47.2,,,,,,,,,,,,
3565,10.0,9i,Iron,09/28/2024 07:12:02,87.7,6.2,30.8,2920,-159,2924,121.9,127.7,11.5,28.4,47.5,,,,,,,,,,,,
3566,11.0,9i,Iron,09/28/2024 07:12:03,88.1,1.2,24.5,4539,-1115,4674,116.4,125.1,-8.9,21.8,43.0,,,,,,,,,,,,
3567,12.0,9i,Iron,09/28/2024 07:12:33,89.9,-0.5,17.9,6442,316,6450,114.2,121.7,1.4,16.2,37.1,,,,,,,,,,,,
3568,13.0,9i,Iron,09/28/2024 07:13:10,84.6,4.4,31.2,2891,-221,2899,115.7,124.8,6.5,26.7,47.1,,,,,,,,,,,,
3569,14.0,9i,Iron,09/28/2024 07:13:40,92.6,4.0,31.0,3749,40,3749,127.3,132.7,9.8,32.5,50.2,,,,,,,,,,,,
3570,15.0,9i,Iron,09/28/2024 07:13:42,90.2,5.0,24.6,9519,311,9524,113.0,113.8,11.5,24.8,47.7,,,,,,,,,,,,
3571,16.0,9i,Iron,09/28/2024 07:14:04,89.1,2.5,28.9,3356,-350,3374,123.1,130.9,0.9,27.3,46.7,,,,,,,,,,,,
3572,17.0,9i,Iron,09/28/2024 07:14:26,91.7,3.2,32.2,3345,-182,3350,126.8,131.7,4.8,33.1,50.5,,,,,,,,,,,,
3573,18.0,9i,Iron,09/28/2024 07:14:49,93.8,2.2,30.4,3170,-437,3200,132.6,148.4,-2.4,32.3,49.1,,,,,,,,,,,,
3574,19.0,9i,Iron,09/28/2024 07:15:31,93.7,4.9,33.1,2591,-213,2600,134.7,151.5,8.3,35.6,50.6,,,,,,,,,,,,
3575,20.0,9i,Iron,09/28/2024 07:15:32,91.7,4.3,31.8,3549,-58,3549,126.0,131.9,9.1,32.6,50.4,,,,,,,,,,,,
3576,21.0,9i,Iron,09/28/2024 07:16:15,89.6,1.4,32.0,2272,-598,2349,128.4,136.1,-7.9,30.5,47.9,,,,,,,,,,,,
3577,22.0,8i,Iron,09/28/2024 07:17:25,89.1,5.7,24.8,5418,-267,5425,117.4,129.5,10.1,23.4,44.7,,,,,,,,,,,,
3578,23.0,8i,Iron,09/28/2024 07:17:46,98.4,5.3,27.4,3822,-125,3824,139.7,145.4,11.5,32.2,48.4,,,,,,,,,,,,
3579,24.0,8i,Iron,09/28/2024 07:17:47,97.1,2.3,24.4,5845,-1112,5950,130.3,141.3,-6.7,27.8,47.2,,,,,,,,,,,,
3580,25.0,8i,Iron,09/28/2024 07:18:51,92.1,0.3,23.1,4539,-1115,4674,124.0,138.0,-12.9,22.5,42.6,,,,,,,,,,,,
3581,26.0,8i,Iron,09/28/2024 07:19:33,106.4,0.4,22.3,7338,-1423,7475,142.3,144.3,-12.4,31.5,48.9,,,,,,,,,,,,
3582,27.0,8i,Iron,09/28/2024 07:20:37,104.7,-0.7,27.0,2986,-733,3075,156.5,173.4,-20.0,35.3,48.1,,,,,,,,,,,,
3583,28.0,8i,Iron,09/28/2024 07:20:37,102.2,2.7,25.4,5857,-450,5874,138.8,143.0,1.5,32.7,49.6,,,,,,,,,,,,
3584,29.0,8i,Iron,09/28/2024 07:20:38,93.2,2.4,26.1,6181,475,6199,122.8,132.6,10.2,27.6,48.0,,,,,,,,,,,,
3585,30.0,8i,Iron,09/28/2024 07:20:38,102.2,2.3,28.6,3322,-126,3324,149.3,156.0,3.8,36.5,49.7,,,,,,,,,,,,
3586,31.0,8i,Iron,09/28/2024 07:20:38,98.9,3.0,25.4,4465,-294,4475,138.4,145.1,3.6,30.0,47.3,,,,,,,,,,,,
3587,32.0,8i,Iron,09/28/2024 07:20:39,99.4,2.8,30.1,3749,-20,3749,140.2,147.2,6.7,36.6,51.0,,,,,,,,,,,,
